,Nods pr el,Tot nods,xC,yC,Tot.react.force x,Tot.react.force y,exist impl.
0,3.0,27.0,6.513959495720738e-05,0.03682245762472785,0.5690780282020569,-2999999.75,0.0
1,3.0,55.0,3.753831619064488e-05,0.05127469315199716,0.7125314474105835,-3000000.0,0.0
2,3.0,91.0,2.3994195148054984e-05,0.057916378437724826,0.27088406682014465,-3000000.0,0.0
3,3.0,135.0,1.669161082988698e-05,0.061835950802165446,1.0680696964263916,-3000000.0,0.0
4,3.0,187.0,1.2306657731439573e-05,0.06440733181327084,-0.38676226139068604,-3000000.0,0.0
5,3.0,247.0,9.464555858147332e-06,0.0661991314490687,2.7417688369750977,-3000000.0,0.0
6,3.0,315.0,7.516789150653624e-06,0.067500738851062,-1.7596557140350342,-3000000.25,0.0
7,3.0,391.0,6.123855611298742e-06,0.06847671329605175,0.8895210027694702,-3000000.25,0.0
8,3.0,475.0,5.093506941658075e-06,0.06922741442033813,4.592174530029297,-3000000.25,0.0
9,3.0,567.0,4.310072071226083e-06,0.06981718784864288,-1.3865633010864258,-3000000.0,0.0
10,3.0,667.0,3.7005154466832234e-06,0.0702889185105789,1.9755349159240723,-3000000.0,0.0
11,3.0,775.0,3.2168724339677575e-06,0.07067210427980257,4.024451732635498,-3000000.0,0.0
12,3.0,891.0,2.826595353648251e-06,0.07098758015890382,-2.3763554096221924,-3000000.0,0.0
13,3.0,1015.0,2.506977578484023e-06,0.0712504012655702,-1.38040292263031,-3000000.0,0.0
14,3.0,1147.0,2.241796419847685e-06,0.07147166438004703,-0.21186545491218567,-2999999.75,0.0
15,3.0,1287.0,2.0192189626331195e-06,0.07165969310935029,-0.0512935072183609,-3000000.0,0.0
16,3.0,1435.0,1.8304554208731253e-06,0.07182082893234358,3.023588180541992,-3000000.0,0.0
17,3.0,1591.0,1.6688699100031092e-06,0.07195997122234585,0.19249486923217773,-3000000.0,0.0
18,3.0,1755.0,1.529379283927303e-06,0.07208095306071094,7.600423812866211,-3000000.0,0.0
19,3.0,1927.0,1.4080384402781188e-06,0.07218680789466586,-3.9660425186157227,-3000000.25,0.0
20,3.0,2107.0,1.3017486867201594e-06,0.07227996141018435,-1.909030795097351,-3000000.0,0.0
21,3.0,2295.0,1.208049474730921e-06,0.07236237191602979,-1.5970563888549805,-3000000.25,0.0
22,3.0,2491.0,1.1249672790444873e-06,0.07243563429627341,0.5148535966873169,-3000000.0,0.0
23,3.0,2695.0,1.0509043595286786e-06,0.0725010579832265,5.958539962768555,-3000000.0,0.0
24,3.0,2907.0,9.845561686460107e-07,0.07255972612557261,1.1980626583099365,-3000000.25,0.0
25,3.0,3127.0,9.248488574015579e-07,0.0726125409021182,2.359043598175049,-3000000.0,0.0
26,3.0,3355.0,8.708920069943623e-07,0.07266025864682296,-1.1306096315383911,-2999999.75,0.0
27,3.0,3591.0,8.219419747880714e-07,0.07270351728192288,0.2954593598842621,-3000000.0,0.0
28,3.0,3835.0,7.773737591385927e-07,0.07274285780155869,0.9426695704460144,-3000000.0,0.0
29,3.0,4087.0,7.366587775655908e-07,0.07277874139850576,-1.8697474002838135,-3000000.25,0.0
30,3.0,4347.0,6.993474533104517e-07,0.07281156345082815,0.8222983479499817,-2999999.75,0.0
31,3.0,4615.0,6.650552931422304e-07,0.07284166406818823,3.74735951423645,-3000000.0,0.0
32,3.0,4891.0,6.334517476067982e-07,0.072869337500259,-0.20929567515850067,-3000000.0,0.0
33,3.0,5175.0,6.042514553084137e-07,0.07289483911722638,5.290733814239502,-3000000.0,0.0
34,3.0,5467.0,5.772067092517778e-07,0.07291839156050073,-2.1364104747772217,-3000000.5,0.0
35,3.0,5767.0,5.521015925605353e-07,0.07294018943387746,-2.1363232135772705,-3000000.0,0.0
36,3.0,6075.0,5.287474690349522e-07,0.07296040389463582,1.7840807437896729,-3000000.0,0.0
37,3.0,6391.0,5.069783303151232e-07,0.0729791853882573,-11.772469520568848,-2999999.75,0.0
38,3.0,6715.0,4.866481306105248e-07,0.07299666701601769,-4.8099236488342285,-2999999.5,0.0
39,3.0,7047.0,4.676274915399979e-07,0.07301296671554314,-1.0602957010269165,-3000000.25,0.0
40,3.0,27.0,6.513959495734996e-05,0.03682245762472869,0.5690780878067017,-2999999.75,1.0
41,3.0,55.0,3.753831619064488e-05,0.05127469315199716,0.7125314474105835,-3000000.0,1.0
42,3.0,91.0,2.3994195148048966e-05,0.05791637843767764,0.27087557315826416,-3000000.0,1.0
43,3.0,135.0,1.6691610830017318e-05,0.061835950802214344,1.0680756568908691,-3000000.0,1.0
44,3.0,187.0,1.2306657731185922e-05,0.06440733181315374,-0.3867775797843933,-3000000.0,1.0
45,3.0,247.0,9.464555858705904e-06,0.06619913144937302,2.7418015003204346,-3000000.0,1.0
46,3.0,315.0,7.516789149610576e-06,0.06750073884895558,-1.7598484754562378,-3000000.25,1.0
47,3.0,391.0,6.1238556160142326e-06,0.0684767132967145,0.8895705342292786,-3000000.25,1.0
48,3.0,475.0,5.093506943899418e-06,0.06922741442067121,4.592188835144043,-3000000.25,1.0
49,3.0,567.0,4.31007207101393e-06,0.0698171878474379,-1.3866454362869263,-3000000.0,1.0
50,3.0,667.0,3.7005154503921067e-06,0.070288918510008,1.9755115509033203,-3000000.0,1.0
51,3.0,775.0,3.216872432548882e-06,0.07067210428148818,4.024535179138184,-3000000.0,1.0
52,3.0,891.0,2.8265953536563084e-06,0.07098758016175995,-2.376206159591675,-3000000.0,1.0
53,3.0,1015.0,2.5069775784279254e-06,0.07125040126438005,-1.380452036857605,-3000000.0,1.0
54,3.0,1147.0,2.2417964156228103e-06,0.07147166438305062,-0.21172496676445007,-2999999.75,1.0
55,3.0,1287.0,2.019218957741364e-06,0.0716596931059301,-0.05144836753606796,-3000000.0,1.0
56,3.0,1435.0,1.8304554185472408e-06,0.07182082893463476,3.0236833095550537,-3000000.0,1.0
57,3.0,1591.0,1.668869908963448e-06,0.07195997122309218,0.19253911077976227,-3000000.0,1.0
58,3.0,1755.0,1.5293792987433536e-06,0.07208095306319345,7.60052490234375,-3000000.0,1.0
59,3.0,1927.0,1.4080384341318686e-06,0.07218680788677616,-3.966336488723755,-3000000.25,1.0
60,3.0,2107.0,1.301748681860089e-06,0.07227996141127697,-1.909000039100647,-3000000.0,1.0
61,3.0,2295.0,1.2080494681584816e-06,0.07236237191298568,-1.5971546173095703,-3000000.25,1.0
62,3.0,2491.0,1.1249672756329056e-06,0.07243563428944745,0.5146344900131226,-3000000.0,1.0
63,3.0,2695.0,1.0509043589328815e-06,0.07250105798271131,5.958518981933594,-3000000.0,1.0
64,3.0,2907.0,9.845561965157967e-07,0.07255972610303776,1.1973857879638672,-3000000.25,1.0
65,3.0,3127.0,9.248488672933046e-07,0.07261254089140584,2.358705759048462,-3000000.0,1.0
66,3.0,3355.0,8.708920129002266e-07,0.07266025864028504,-1.1308252811431885,-2999999.75,1.0
67,3.0,3591.0,8.219419672426721e-07,0.07270351728589207,0.295554518699646,-3000000.0,1.0
68,3.0,3835.0,7.773737471032342e-07,0.07274285780358597,0.9427359700202942,-3000000.0,1.0
69,3.0,4087.0,7.366587819294802e-07,0.07277874140773054,-1.869495153427124,-3000000.25,1.0
70,3.0,4347.0,6.993474400821981e-07,0.0728115634570577,0.822516143321991,-2999999.75,1.0
71,3.0,4615.0,6.650552958599747e-07,0.07284166409746193,3.748021125793457,-3000000.0,1.0
72,3.0,4891.0,6.334517566900514e-07,0.0728693374889488,-0.20954568684101105,-3000000.0,1.0
73,3.0,5175.0,6.04251467361799e-07,0.07289483908527783,5.289948463439941,-3000000.0,1.0
74,3.0,5467.0,5.772067051314109e-07,0.07291839153978566,-2.1368606090545654,-3000000.5,1.0
75,3.0,5767.0,5.521016181262244e-07,0.0729401894275968,-2.13645076751709,-3000000.0,1.0
76,3.0,6075.0,5.287474332349558e-07,0.07296040388229397,1.7838021516799927,-3000000.0,1.0
77,3.0,6391.0,5.0697833105776e-07,0.07297918535855957,-11.773090362548828,-2999999.75,1.0
78,3.0,6715.0,4.866481061514497e-07,0.072996667040855,-4.809366703033447,-2999999.5,1.0
79,3.0,7047.0,4.676274571977625e-07,0.07301296669160193,-1.0608335733413696,-3000000.25,1.0
80,4.0,27.0,2.05725614219677e-17,0.06196730436780856,2.4959444999694824e-07,-3000000.0,0.0
81,4.0,55.0,-3.5411938731950173e-17,0.06617341115627617,-0.6732403039932251,-3000000.25,0.0
82,4.0,91.0,1.3816338754158238e-16,0.06828903734658298,-0.5787769556045532,-3000000.0,0.0
83,4.0,135.0,1.9234390613922006e-16,0.06957642950356438,-1.557213544845581,-3000000.25,0.0
84,4.0,187.0,-8.29092083955343e-17,0.07042585267463801,0.12307499349117279,-3000000.0,0.0
85,4.0,247.0,-1.4039123212188252e-16,0.07101696451516158,-1.2377063035964966,-3000000.25,0.0
86,4.0,315.0,-1.6872507393654421e-16,0.07144511232164621,0.6372368335723877,-3000000.25,0.0
87,4.0,391.0,2.7510487729780157e-16,0.0717652317802824,-0.09502030164003372,-3000000.25,0.0
88,4.0,475.0,6.593868054381031e-17,0.07201088466465283,0.3868274688720703,-3000000.0,0.0
89,4.0,567.0,-2.8722882914005454e-16,0.07220353476644711,-0.9323257207870483,-2999999.75,0.0
90,4.0,667.0,-2.1657861100361864e-16,0.0723574318531075,1.2699865102767944,-3000000.0,0.0
91,4.0,775.0,-1.6115236599010988e-16,0.07248233793917072,-0.11184293031692505,-3000000.0,0.0
92,4.0,891.0,-1.9980611798333806e-16,0.07258512244770815,-0.07833082973957062,-3000000.5,0.0
93,4.0,1015.0,2.794727618042313e-16,0.0726707329947663,0.5165966749191284,-3000000.0,0.0
94,4.0,1147.0,-2.6207818719055417e-16,0.07274280623339176,-0.7210552096366882,-3000000.0,0.0
95,4.0,1287.0,-5.53138407624798e-16,0.07280406372626869,-1.2584903240203857,-2999999.75,0.0
96,4.0,1435.0,1.1795105354248304e-15,0.07285657503294557,-0.10635681450366974,-3000000.25,0.0
